奸	gaan1
䛗	zi2
梤	fan4
婝	din6
𢙺	zi3
絃	jin4
篃	mei6
䫠	pei1
㭒	zi6
䏭	zyu1
仟	cin1
袝	fu6
顠	piu5
嘃	cung1
牕	coeng1
箣	caak3
糷	laan6
䑨	to4
䆉	baa6
轑	lou5
麞	zoeng1
㞭	daai6
圥	luk6
邷	ngaa5
𤪤	wing4
侂	tok3
䮊	ji4
葀	kut3
䁍	hap1
㷃	ceoi2
士	si6
䓔	haau3
入	jap6
㠭	zin2
偞	jip6
鴘	bin6
䱱	tai4
堦	gaai1
蒸	zing1
姕	zi1
俓	ging3
㳥	lung6
屲	saan1
燴	wui6
𡞵	wun6
蒄	gun1
䢱	duk6
𤨡	long5
㶔	baai6
品	ban2
劅	zoek3
㘷	ngaai6
黱	doi6
䨶	wan5
鎔	jung4
脖	but6
欫	kik1
㭈	kyut3
惥	jung2
䌟	baak6
婦	fu5
䶦	caak3
絝	fu3
䏘	pat1
遭	zou1
儒	jyu4
𨯵	hing1
㶻	fung1
賔	ban1
䲒	haai5
籐	tang4
㡔	mou6
涭	sau6
𧡘	kai3
烞	pok3
勐	maang5
鎹	sung3
鐡	tit3
䈫	naap6
滄	cong1
杔	tok3
戮	luk6
菙	ceoi4
浖	lyut6
𥅟	ngaau1
𡄡	zaai1
烡	gwong1
褜	baau1
㬕	joeng4
犼	hau3
鏘	coeng1
揌	sak1
䘻	juk6
疜	haa6
擫	jip3
慲	mun4
曒	giu2
䰜	lik6
紡	fong2
鹽	jim4
䧛	bong6
悧	lei4
淓	fong1
㴀	faan1
西	sai1
腫	zung2
䎎	nip6
梃	ting5
嗠	lok6
㡦	pan1
訴	sou3
𢴕	ning1
嶖	jim1
𦴢	ci2
䇤	jeoi6
媬	bou2
慗	cik1
刪	saan1
夕	zik6
晒	saai3
馪	pan1
𡽗	him2
𧤤	kwai4
𡓽	fan1
䏱	guk1
籎	ji4
駕	gaa3
橓	seon3
𠯿	luk6
鈧	kong3
燞	ziu3
齩	ngaau5
巍	ngai4
㺙	sat6
囄	lei4
獑	caam4
鴃	kyut3
尣	wong1
鉣	gip3
𨂿	wai1
䧂	ziu3
勨	zoeng6
𧴯	me1
蘴	fung1
䮝	wan4
艬	caam4
葷	fan1
停	ting4
㝛	suk1
𩿞	zaa6
㙽	sik1
㣲	mei4
㝵	dak1
䈾	saau1
倱	wan6
瞧	ciu4
曌	ziu3
徒	tou4
慙	caam4
䒸	hyut3
汿	zeoi6
杶	ceon1
㭖	doi6
㻼	taam4
旜	zin1
礂	hei1
耝	ceoi3
㑛	suk1
偅	zung3
𥡲	jung4
欺	hei1
䦣	fu3
束	cuk1
髍	mo4
䋩	ji4
榓	mat6
侺	sam4
㔊	zin2
䰗	gau1
㢛	jim6
瓩	cin1
塸	au2
唹	jyu1
吏	lei6
輦	lin5
銉	jyut6
蘎	kei3
㨴	kin2
椪	pung3
腦	nou5
殶	zyu3
鉑	bok6
眅	paan1
䤆	kwai4
㣞	dyut6
䚞	daai2
㖲	jyu4
崼	si6
㨉	man4
䍼	zaam1
䴶	pung4
烈	lit6
陼	zyu2
訮	ngaan4
熈	hei1
憬	ging2
叁	saam1
忱	sam4
姙	jam4
愪	wan4
瓷	ci4
鬊	seon3
䬲	kau1
䃎	zaa3
扸	sik1
𢲷	ngaau1
䇶	gok3
𠏉	gon3
羴	zin1
㽬	fu3
煎	zin1
墀	ci4
螢	jing4
䞺	ceon1
皹	gwan1
倏	suk1
臽	haam6
翝	wang4
㵼	se3
瓤	nong4
蟥	wong4
帲	ping4
臯	gou1
㓂	kau3
㹬	si2
醄	tou4
蛬	gung2
徆	sai1
霻	fung1
靣	min6
檖	seoi6
鄵	cou3
悆	jyu6
暣	hei3
㒬	wong1
靻	zou2
舭	bei2
災	zoi1
冾	haap6
籑	zaan6
䤙	lik6
㙐	do2
𡊰	tin4
恞	ji4
𡢠	wo1
柾	gau6
訉	faan6
摭	zek3
怔	zing1
踫	pung3
嫫	mou4
䔋	so1
暙	ceon1
樹	syu6
緔	soeng5
䱉	sin5
掎	gei2
䟕	caa1
醷	jik1
𤩷	syun4
進	zeon3
佡	hin1
䩪	gun2
㙔	wai5
𢶣	dip6
㮩	sik1
㚟	coek3
電	din6
蜏	jau5
竸	ging6
㿹	taat3
餆	jiu4
𨁈	gaang3
肽	taai3
㭩	lyut6
鰮	wan1
㗃	man5
噟	jing3
祔	fu6
樦	cyu5
搗	dou2
甀	zeoi6
䓅	kan4
饞	caam4
庅	mo1
瀢	wai5
㞽	hyut3
沭	seot6
廍	bou6
饡	zaan3
𣽿	cing4
䍤	zai2
蟳	cing4
姌	jim5
㐀	jau1
飷	ze2
䊤	taam4
稡	zeoi3
弩	nou5
咞	jin6
系	hai6
壏	haam5
䆪	hung1
鬢	ban3
㐸	him3
常	soeng4
杷	paa4
考	haau2
汈	diu1
㶾	biu6
㠀	dou2
謞	hok6
𠻻	bai3
䴂	zoeng6
𩢤	juk6
兾	kei3
嚨	lung4
皆	gaai1
蟻	ngai5
蹜	suk1
嬩	jyu4
篛	joek6
琣	bung2
醑	seoi2
癍	baan1
灉	jung1
桸	hei1
㪖	luk6
剼	saam1
䳨	wong4
䚟	daai2
㩙	sak1
鰯	joek6
葁	goeng1
翼	jik6
殂	cou4
杪	miu5
禠	si1
䨆	bai3
踗	nip6
苚	jung6
侓	leot6
則	zak1
蘩	faan4
稢	juk1
䝭	gau3
𦘦	siu6
㣮	naam4
蛷	kau4
䮐	gwing1
震	zan3
䑛	saai5
阾	ling5
紫	zi2
吅	hyun1
㧔	gwaai3
墓	mou6
㻢	si1
誃	ci2
鉕	po2
伲	nei4
軏	jyut6
䡵	seoi6
䴻	lei4
梸	lei4
𥛶	sin6
韛	bai6
㹅	zung2
䝻	geoi1
緝	cap1
蘫	ham3
芊	cin1
䱐	fu1
㟖	lung6
眢	jyun1
䫞	hiu1
鼄	zyu1
㯽	ban1
淈	gwat1
㸊	laai6
畓	cyun4
䪓	dip3
撿	gim2
泖	maau5
㼳	saang2
䍖	fau4
䈺	zung1
㧚	ngaa5
祳	san6
㡰	jyu5
㩞	caak3
䁴	zin2
騏	kei4
齻	din1
匵	duk6
奆	gyun6
䱋	gung2
周	zau1
制	zai3
褼	sin1
㺜	nung4
騛	fei1
𣾷	kiu4
堗	dat6
刂	dou1
旔	gin3
䏞	mut6
趖	so1
醍	tai4
梷	zing6
𧃍	kwai4
祑	zat6
鷼	haan4
䒬	mok6
璟	ging2
凕	ming5
觗	zi3
藴	wan3
㹤	hip3
禮	lai5
踝	waa5
灈	keoi4
妟	aan3
簺	coi3
𧴪	so2
榨	zaa3
㻦	jyu4
䌖	cap1
萩	cau1
䠽	haai4
嶇	keoi1
䑊	wai4
㦨	laan5
𠵴	ming6
蕣	seon3
暦	lik6
䱌	ji4
燭	zuk1
囒	laan4
莡	cok3
耗	hou3
暭	hou6
覗	zi6
褒	bou1
愨	kok3
鼳	gwik1
蕋	jeoi5
帪	zan1
捔	gok3
𨣦	zeoi6
艱	gaan1
羄	zaau3
郥	kwik1
槇	din1
䛡	waa6
禦	jyu6
蚤	zou2
誗	cim4
䧳	ci1
鞟	kwok3
㴩	jung1
𦕒	zim1
媑	zung6
侾	haau1
肝	gon1
辜	gu1
吜	cau2
㚪	hou3
䰫	caau1
欩	ciu1
犦	bok6
龎	pong4
氺	seoi2
颺	joeng4
䌉	gong1
筪	haap6
寢	cam2
䰃	paang4
㜣	jin4
䅂	hok6
婎	fai1
瑺	soeng4
䩼	fung4
㷘	toi4
𦲷	lei6
䇾	jin4
乨	ci2
陽	joeng4
厇	zaak6
蠺	caam4
丳	caan2
藆	gin2
癙	syu2
㻆	jyun5
𦾾	jiu4
邜	zik6
礰	lik6
紂	zau6
崬	dung1
㫑	zi2
倗	pang4
劥	haang1
凍	dung3
䦍	ngat6
鑾	lyun4
𢑥	wui6
河	ho4
颭	zim2
䕼	jin4
扰	jiu5
愫	sou3
䪵	ngaa5
茺	cung1
䵽	caap3
皞	hou6
蜂	fung1
兛	cin1
禵	tai4
騱	hai4
㠞	zing1
碳	taan3
翜	saap3
鼤	man4
彮	jung5
劏	tong1
㤏	dung2
䩑	wang4
臣	san4
匜	ji4
雩	jyu4
𧢝	lai6
蘒	cau1
輧	ping4
䜟	cam3
仫	mo1
㓘	suk1
䞩	ap1
峕	si4
醿	mei4
袤	mau6
市	si5
㤛	jam6
汑	tok3
悟	ng6
㧲	sam2
惦	dim3
蚷	geoi6
䉳	sin1
穪	cing1
塀	ping4
筟	fu1
𣷣	gong1
酕	mou4
胃	wai6
䤋	juk1
梥	cung4
㾢	loi6
棎	sim4
瀦	zyu1
頑	waan4
㿿	ngaa5
襱	lung4
躧	saai2
䱎	gang2
烠	wui4
沚	zi2
飆	biu1
䝺	gun3
㨃	deoi2
詙	bat6
蒠	sik1
琳	lam4
滭	bat1
溕	mung4
虘	co4
𠩐	san4
蕓	wan4
㴮	sit3
竜	lung4
猏	gin1
鋷	zeoi3
殗	jip3
件	gin6
𣃚	hong4
僷	jip6
膞	zyun1
韶	siu4
㡒	zeon1
纎	cim1
奤	haa5
萙	zam2
邿	si1
𠼻	gi1
椰	je4
晌	hoeng2
淥	luk6
璥	ging2
厒	hip3
㾠	kong4
偪	bik1
倹	gim6
抲	ho1
䈿	mik6
硭	mong4
㪒	ngai4
敞	cong2
𤤙	jai6
髛	hou1
㱳	mok6
虹	hung4
鎎	hei3
督	duk1
𠻸	zi6
癁	fuk6
梬	jing5
郉	jing4
甒	mou5
齁	hau1
蠞	zit6
菜	coi3
䠻	hung3
㣢	tai4
胟	mou5
矈	min4
捬	fu2
㘙	ngaam4
䏼	caan4
㳍	bou3
㾎	aap3
𨯩	zaam1
㴤	cyu5
墺	ou3
乵	jim5
嫯	ngou6
璂	kei4
𡀔	lou6
𨸹	pei4
縨	fong2
䑣	cam1
䃄	ging1
僔	zyun2
垓	goi1
𦎾	sai1
囊	nong4
㐛	jau6
㧂	tin4
㰠	hong1
灐	jing4
𦷪	seoi1
𤧣	gin3
䆮	zam3
㲜	taan2
傚	haau6
㸵	gwai2
黿	jyun4
㮆	jit6
㤜	seot6
愅	gaak3
𧗠	jin2
鍪	mau4
䵍	tan1
晑	hoeng2
䃣	wai2
潒	dong6
袳	ci2
蒜	syun3
𡃵	ung2
祵	kwan2
鰼	zaap6
䉯	haan6
㥊	pang4
粮	loeng4
個	go3
詽	ngaan4
鱏	cam4
癄	ciu4
㫦	tou1
覅	fiu3
酅	kwai4
㮊	mau6
牴	dai2
㚷	naai5
賂	lou6
㒈	haam3
闘	dau3
糊	wu4
螖	waat6
㴎	noi6
求	kau4
䌁	jiu1
摳	kau1
蝧	jing1
惤	gin1
㙄	bai6
壀	pei4
胤	jan6
𠍾	jin2
䄃	joeng1
魼	keoi1
澅	waa6
䶖	gam6
䘈	lai6
晵	kai2
𦮳	kei5
𨅏	laam3
頩	ping1
㦽	juk1
輌	loeng6
䗊	taam3
疀	caap3
𪐀	naa1
謉	kwai5
𠸊	tap1
矃	ning5
歍	wu1
秂	jan4
䚿	jam6
䐅	hei1
㢆	cin4
㦴	gaak3
笗	dung1
䉮	leon6
侒	on1
緻	zi3
㻞	ban1
瓀	jyun5
蓊	jung2
鎻	so2
䩋	mo5
屙	o1
㽷	seoi3
𡯂	wong1
𥷑	bat1
罋	ung3
㵻	jau1
枋	fong1
畞	mau5
昣	can2
𦦵	cung4
个	go3
𤺧	zang2
䅳	co4
㝯	kiu4
㼨	ham4
訳	jik6
𣶹	jin2
㚏	gou2
陻	jan1
䬕	hong1
衢	keoi4
䙬	ang3
婛	ging1
躐	lip6
㡌	mou6
埁	sam4
敽	giu2
鱕	faan1
妭	bat6
㙩	liu4
偍	tai4
羿	ngai6
㤺	fong1
岋	ngap6
栵	lai6
塋	jing4
替	tai3
䧿	zoek3
榮	wing4
𤦭	cing1
摠	zung2
灲	haau1
尡	kwan1
嫺	haan4
鋕	zi3
㣈	si3
桓	wun4
旉	fu1
陃	bing2
𪆓	si1
燓	fan4
貿	mau6
𠺌	gwe1
燇	zeon3
儭	can3
櫔	lai6
格	gaak3
縶	zap1
軿	ping4
覄	fuk1
酀	jin3
㖍	dau2
𦧺	laai2
优	jau1
䦹	sap6
騙	pin3
儤	bou3
懢	laam4
㗽	hoeng2
𣳽	pui3
鞬	gin1
㔢	dyut3
𥄫	gap6
螜	huk6
㳛	jyu4
觢	sai6
鹮	waan4
緜	min4
䨤	dik6
𢷤	ban3
弢	tou1
股	gu2
袂	mai6
覐	gok3
䔦	mui4
徽	fai1
贘	soeng2
支	zi1
嘦	ziu3
匪	fei2
𨚪	lap6
䑈	bok1
䑻	jau4
趘	hat6
斨	coeng1
䴵	bing2
䵯	teon2
險	him2
贁	baai6
䝊	saap3
䖫	pong5
瑠	lau4
闌	laan4
䟇	gei1
伸	san1
灤	lyun4
𤋁	joeng4
綤	siu6
訣	kyut3
巕	jit6
逭	wun6
㒙	min4
櫞	jyun4
蹉	co1
逗	dau6
湹	cin4
產	caan2
燻	fan1
㮮	git3
㜢	leoi5
愙	kok3
喺	hai2
惂	ham2
懄	kan4
𠳕	caau3
燙	tong3
峛	lei5
踚	leon4
䚭	hyun1
𨧻	jin4
膺	jing1
穝	zeoi3
苒	jim5
𥡗	maa5
䇍	cuk1
掤	bing1
㽅	dang1
獰	ning4
朧	lung4
䣴	jyu3
𢯱	sau2
薍	waan6
鷃	aan3
鳬	fu4
剠	king4
𠳿	mei5
㶇	waang4
礃	zoeng2
譅	sap1
佷	han2
纋	jau1
䅶	nau6
䩯	gik1
諥	zung3
䥕	pit3
䍊	gaau1
坥	ceoi1
傼	hon3
鑏	ning4
䋧	keoi4
季	gwai3
歑	fu1
嗁	tai4
寪	wai2
龢	wo4
櫰	waai4
𩄼	fei2
栞	hon1
棃	lei4
艏	sau2
鵊	gaap3
帿	hau4
艙	cong1
䏩	hip3
籥	joek6
翈	haap6
鷌	maa5
仸	jiu2
㡠	zing3
㴶	kok3
遌	ngok6
坒	bai6
𩣱	luk6
䭇	jit3
䖔	ham2
𤄏	hung4
飧	syun1
鬈	kyun4
㧀	gap6
呝	ak1
䙖	bang1
溧	leot6
噝	si1
䭈	gin1
翮	hat6
傊	wan6
誯	coeng3
䁤	caak3
㬎	hin2
嫹	maau4
憡	caak3
䶎	hap1
踎	mau1
㒢	joek6
䈰	saau1
䥚	co1
泙	paang1
㯜	zyut6
䄈	dau6
鶁	ging1
䂁	caam4
劻	hong1
鮠	wai4
稕	zeon3
瘚	kyut3
晲	ngai6
䁂	haan6
㷞	hau5
豫	jyu6
彞	ji4
贓	zong1
䔡	jyu4
廗	daai3
㢜	kong2
𠻴	long2
祁	kei4
媂	dai3
翗	koe4
縲	leoi4
㚒	sim2
曍	hou6
䂉	hau4
鑊	wok6
鑓	hin2
霴	doi6
㰽	jin3
閚	zaam1
邫	bong1
匏	paau4
𥻗	caa4
庽	jyu6
畁	bei2
㜦	cam4
𠸺	ngaak6
茫	mong4
俍	loeng4
䇚	pok3
尒	ji5
䰰	jyu4
蓀	syun1
卽	zik1
銵	hang1
㛉	jiu3
錦	gam2
羖	gu2
鰧	tang4
喐	juk1
𤄿	lik1
䙿	mei6
稧	hai6
楒	si1
𢜛	jan1
㙕	faai3
𥜆	lau4
孈	seoi1
靯	dou6
鮭	gwai1
媣	gam1
愚	jyu4
烾	cek3
䛓	gaam1
陱	guk1
𨧣	hok3
究	gau3
䕇	wui6
陝	sim2
𧲱	joeng1
県	jyun6
很	han2
癸	gwai3
䁋	hip3
㐟	fei1
㜳	waai4
楅	bik1
婲	waa6
屮	cit3
𠆩	faan2
㰈	lim5
𡤧	bou2
胎	toi1
㾒	jyu4
蛨	mak6
啂	nau5
變	bin3
𪆵	cik1
䔷	kam4
㶐	jing3
䶣	ngoi4
銤	mai5
牭	sei3
昋	gwai3
梇	lung6
䴪	luk6
𠵿	pe1
䊰	cyu4
鞮	dai1
䄕	se5
𨈇	laam3
䦫	jing1
琩	coeng1
獎	zoeng2
㝹	nau4
㕍	deoi1
勅	cik1
䰟	wan4
齳	wan5
㞋	nin2
漍	gwok3
㢽	nei6
䄷	sek6
蠭	fung1
炣	ho2
烍	sin2
㚜	wik6
鰰	san4
蝒	min4
聡	cung1
謪	soeng1
㼢	ji4
隇	wai1
䑬	tou1
箬	joek6
䴧	wai1
牉	pun3
䰹	caak6
謃	sing1
䬏	bau6
㺛	zyu3
褫	ci2
㿓	gaap3
㦎	waak6
翖	jap1
氆	pou2
嶚	liu4
𥥖	gu2
叄	caam1
䪃	deon1
䎵	bei3
㵡	bok6
竍	sap6
㖯	tung4
佈	bou3
鍔	ngok6
㠻	hei1
崳	jyu4
𤦉	hyun1
䗽	wai6
驦	soeng1
扗	zoi6
䊳	mei4
迪	dik6
迗	ngo4
𠇔	mou4
鞰	wan3
堞	dip6
鮶	gwan1
𥈲	kip1
鄷	fung1
眫	mai5
涅	nip6
䄗	jyun1
乷	saa1
𠬝	fuk6
覜	tiu3
䢠	sung3
䠁	zai1
㙾	hok6
㑁	zeot1
涁	sam3
㧘	zi6
䓵	fu1
㔏	lik6
蜈	ng4
㰥	hai3
㽋	lo4
等	dang2
矤	can2
龓	lung5
嶘	zaan6
㓪	long5
𡛺	jau4
垻	baa3
韯	cim1
䧧	ngai5
剛	gong1
㩵	ngaat6
㥟	haai4
𡟻	jan1
軠	kwong4
𤶸	naa1
椔	zi1
㻖	doi6
䡯	cung1
渇	hot3
偋	bing2
粻	zoeng1
㨿	geoi3
䐰	sau1
𤦷	jin2
埀	seoi4
鵵	tou3
㩾	zeoi1
宆	kung4
嘪	maai5
攲	kei1
𠘕	hei1
薓	sam1
諦	dai3
太	taai3
堭	wong4
隃	jyu4
嵭	bang1
躎	nin5
鑿	zok6
斯	si1
痽	deoi1
翌	jik6
䈶	jung4
烥	geoi6
隖	wu2
䤍	mai4
沼	ziu2
睈	cing2
嶩	naau4
焔	jim6
㳮	niu6
𠵍	zaat3
𦤑	gou1
漈	zai3
襻	paan3
茢	lit6
恾	mong4
䬱	ban6
諘	biu2
塉	zik6
腛	ak1
庺	cung4
𤥻	jin4
瑖	dyun3
馤	oi3
𨂽	dam6
㖉	kei5
礳	mo6
糎	lei4
碑	bei1
鄍	ming4
䙛	gwan2
胻	hang4
𣾴	buk6
侲	zan3
䩴	wu4
䎺	zai3
涺	geoi1
娪	ng4
茅	maau4
爾	ji5
褉	kit3
㪂	fat1
駆	keoi1
祩	zyu3
帩	ciu3
䔀	seoi1
馞	but6
𥟡	zung1
淘	tou4
𢛶	ngo6
堉	juk6
箝	kim4
䯏	kut3
㑐	suk1
漗	cung1
䠠	cai3
鶎	zung1
𦞙	deoi2
䀃	teoi4
㐢	fau4
覞	jiu6
硐	dung6
颿	faan4
𨅯	waa4
襀	zik1
䲅	kwai1
鑱	caam4
礄	kiu4
䇯	jung4
毈	dyun6
釅	jim6
贇	wan1
㝨	waan4
𨻙	fong2
螥	cong1
鄡	hiu1
磘	jiu4
鞊	kit3
𡖖	hing1
䤪	do2
䖷	hei1
黲	caam2
㹶	ting4
氀	leoi4
䔺	wai4
㿊	caam2
鶆	loi4
㭶	fong1
揶	je4
欘	zuk1
蟑	zoeng1
𢦏	zoi1
笨	ban6
煩	faan4
䑜	taap3
菗	cau4
㧎	ngaa4
愿	jyun6
泴	gun3
諊	guk1
桗	do3
䯮	noi4
膐	leoi5
狀	zong6
𠮟	cik1
翓	kit3
䛌	tou4
杭	hong4
䓧	gik1
暃	fei1
虠	gaau2
㥁	dak1
貈	hok6
𥚕	coeng1
紗	saa1
悉	sik1
𧐢	hou4
𣑯	tou4
㝚	jin4
䉂	leoi5
荘	zong1
㩉	daap3
喗	wan5
摚	tong3
㴂	taam1
䉷	jim4
睠	gyun3
炦	bat6
臉	lim5
𠱂	dat1
㑞	jing6
䓺	mei5
囨	pin1
鵁	gaau1
簽	cim1
捴	zung2
䉄	ling4
屺	hei2
㛾	haam4
顛	din1
㗔	hin1
㦏	seon2
鎄	oi1
鷋	tou4
焦	ziu1
澕	wo4
韷	lyut3
䂹	saak3
敓	dyut6
懿	ji3
忹	kong4
𪒬	nung1
煌	wong4
曄	jip6
軌	gwai2
㱕	gwai1
黤	jim2
笌	ngaa4
犲	caai4
㶮	siu1
𠘙	lok6
妏	man6
殤	soeng1
尢	wong1
籒	zau6
韱	cim1
蘂	jeoi5
搖	jiu4
䢯	leon4
厡	jyun4
蘘	joeng4
粸	kei4
咁	gam3
衲	naap6
豙	ngai6
䶵	ci4
齇	zaa1
闚	kwai1
蟭	ziu1
鬧	naau6
宖	wang4
硇	naau4
䭞	jik6
瓌	gwai1
𡘓	hau4
㯟	luk1
㨽	bik1
例	lai6
䗧	hong1
快	faai3
柯	o1
㷷	zeon3
𤫢	lou6
賕	kau4
警	ging2
㢐	waa1
㤍	haau1
譓	wai6
旭	juk1
㲟	jing2
虊	lyun4
纒	cin4
斞	jyu5
泈	zung1
礁	ziu1
怈	jai6
墕	jin2
躂	taat3
稸	cuk1
豰	huk1
俢	sau1
㷭	fung1
魢	gei2
埍	gyun2
𤸻	naa1
虐	joek6
冢	cung2
篖	tong4
蕛	tai4
蓷	teoi1
鯐	zau2
枂	wut6
釰	jat6
頥	ji4
𢱌	gaa3
軝	kei4
虯	kau4
躲	do2
藿	fok3
䒚	siu2
𦕲	gaap3
銽	cim1
喘	cyun2
𢶤	loe2
柩	gau6
䠟	dip6
䆸	zang1
墝	haau1
同	tung4
䏲	dit6
䕸	gaai1
穦	pan1
𨫠	zoek3
莝	co3
恰	hap1
𠸐	kam1
聄	can2
硎	jing4
虎	fu2
蝽	ceon1
鞣	jau4
鍿	zi1
猊	ngai4
𢘛	cik1
竊	sit3
祆	hin1
䟉	zuk1
㘫	ging2
閠	jeon6
𦒜	zin1
劁	ciu4
麤	cou1
纇	leoi6
𡂝	zuk6
劶	hau2
猾	waat6
䔿	zyun2
溴	cau3
𡊨	jyun4
増	zang1
䬗	joeng4
䈹	sou2
𧷜	jung1
䐡	ci4
抒	syu1
勱	maai6
䶱	tung4
笳	gaa1
芷	zi2
𣊉	gei2
篵	cung1
豟	ak1
玴	jai6
䈗	so2
杏	hang6
嫳	pit3
𣿭	ji4
㡕	joeng1
𠲜	zaang1
栰	fat6
噗	pok3
㿦	ning6
昛	geoi6
劚	zuk1
㡹	ci3
顋	soi1
樤	tiu4
湦	sang1
闤	waan4
焳	zoek3
㻰	wai6
槬	waa6
䂕	wai3
榚	jiu5
㙬	ngan4
偦	seoi2
絿	kau4
楔	sit3
鷮	giu1
秉	bing2
䂽	diu6
黺	fan2
㶠	jik6
矒	mung4
歷	lik6
杛	gung1
琸	zoek3
蒕	wan1
䲳	hong4
欋	keoi4
㾣	ham1
汛	seon3
鐈	kiu4
叼	diu1
𧃒	leoi5
暋	man5
祈	kei4
𦶦	no5
痬	jik6
䫄	caat1
箢	jyun1
揕	zam3
迏	dai3
嫣	jin1
犑	gwik1
旺	wong6
憈	keoi1
津	zeon1
雭	saap3
蕶	ling4
嗍	sok3
䠗	jau3
粱	loeng4
撨	siu1
㝥	mai4
𪗆	cai4
侜	zau1
誨	fui3
搽	caa4
誀	nei6
䕑	seoi1
𤥃	on1
爵	zoek3
䂭	haau1
鴮	wu1
齺	zau1
咩	me1
蝨	sat1
捑	sik6
奐	wun6
鄽	cin4
酺	pou4
𣸹	ping4
疆	goeng1
䡰	hang1
騯	paang4
錉	man4
畃	seon4
諕	haak3
䕫	kwai4
鮞	ji4
㩘	ji5
𡡤	gei2
憐	lin4
蓵	zit6
𦳀	mui6
悏	hip3
䜭	zeon3
槊	sok3
慬	kan4
䘵	luk6
蒏	wing6
㯻	gwan2
脠	zin1
㾚	se1
枍	jai6
㴠	haam4
𡤕	haa4
滉	fong2
䮳	faan4
肜	jung4
亇	ding1
筻	gaang3
䪬	put3
䇖	wan5
騔	got3
續	zuk6
𣸯	jau4
顧	gu3
釣	diu3
鐍	kyut3
飻	tit3
戊	mou6
廈	haa6
頷	ham5
䐆	coi2
䜨	waan6
㻃	kuk1
俊	zeon3
鎙	sok3
螿	zoeng1
䡩	hang1
㯦	kei4
䉻	kei4
㟩	man4
芅	jik6
禶	zaan6
驒	to4
銎	kung4
呡	man5
錡	kei4
㰡	haai3
㠝	cyun4
㡶	zi2
㐬	lau4
頮	fui3
䆰	jyu1
蠽	zit6
脎	saat3
姠	hoeng3
規	kwai1
㻽	zeoi6
疈	bik1
㘗	keoi1
苧	cyu5
㞉	zaat3
螱	wai3
㴲	si1
藮	ciu4
䴐	bou2
䳈	bou2
𨥈	gei2
杽	cau2
䂗	fat1
㫙	fu4
銭	cin4
栠	jam5
嘧	mat6
䚏	leon6
𣛟	zoeng2
攄	syu1
蝲	laat6
皿	ming5
疃	teon2
瑝	waang4
㐁	dou6
䗛	sau1
蟲	cung4
𡞴	ping4
㻌	tou4
蝂	baan2
伳	sit3
㵶	zit3
洖	ng4
䌏	mat6
𦙶	gu2
湺	jin4
琖	zaan2
葲	cyun4
𦬅	kau1
䃂	gwan2
鈢	saai2
嗡	jung1
栐	wing5
𨰰	bou2
蜺	ngai4
䋴	nau6
𦸇	seot6
𧬘	gaan1
𩆜	ling4
湖	wu4
哀	oi1
㷇	fui1
爗	jip6
𦷫	hoi2
偼	zit3
㟬	sau2
䗫	maa4
障	zoeng3
𥧌	mei6
𧊶	doe3
枇	pei4
坧	zek3
㧧	so1
宙	zau6
㧅	muk6
䋊	zing1
侮	mou5
黈	tau2
侁	san1
孅	cim1
䎧	pong5
菂	dik1
滱	kau3
䳻	caam4
㢸	bat6
㒚	jan3
㚇	zung1
㾵	gai3
鑪	lou4
搼	kyun4
籶	san1
羸	leoi4
蛁	diu1
楙	mau6
㽥	jau4
晬	zeoi3
繀	seoi3
𠸑	soek3
軀	keoi1
籍	zik6
矖	saai2
軨	ling4
豚	tyun4
䨺	deoi6
㘿	nit6
七	cat1
巗	ngaam4
㛳	jai6
糯	no6
䥙	seoi6
腴	jyu4
哬	ho4
磲	keoi4
㴏	wong2
奩	lim4
䚨	fai3
㿮	joeng3
鴍	man4
𨍭	bok3
䂑	zai1
㾾	him1
噀	seon3
埼	kei4
蠂	sip3
娰	ci5
髩	ban3
䔂	zi2
䞽	saak3
篡	saan3
官	gun1
䴱	to1
珻	mui4
䠫	zau6
忻	jan1
㢥	dung6
涳	hung1
蕮	sik1
捐	gyun1
䎙	pan1
厃	ngai5
䀵	seon3
䱠	zaan6
彝	ji4
䫬	zam2
𦩻	ziu1
栳	lou5
㰬	seon1
𪀔	si1
辤	ci4
垨	sau2
㩦	kwai4
櫩	jim4
㭍	cat1
夁	jat1
蚪	dau2
䒃	zou6
惈	gwo2
䩥	daan6
戸	wu6
櫶	hin2
碮	tai4
㺾	gwing1
攔	laan4
髓	seoi5
寛	fun1
皌	mut6
䅓	geoi2
䴳	waat6
墱	dang3
憫	man5
㚳	aa3
㞣	fan1
曹	cou4
鱎	giu2
㴽	sit3
𡢅	wan4
㙹	mung6
銋	jam4
䮙	wik6
巏	kyun4
䗪	ze3
𣁽	fui1
廔	lau4
㥑	jau1
㮣	koi3
䩳	sau1
悂	pei1
𡣺	wai6
㴑	sou3
簋	gwai2
麟	leon4
䀭	goi1
珮	pui3
曫	lyun4
䘯	saau1
娙	jing4
黼	fu2
崮	gu3
璊	mun4
鸕	lou4
巊	jing2
夿	baa1
𢃼	mei4
薄	bok6
雺	mung4
㻟	ceoi4
唩	wo1
罙	sam1
僜	cing1
醚	mai4
䫊	pui4
盔	kwai1
䕖	syun1
嘓	gwok3
噕	fai1
高	gou1
𤙥	hak1
丯	gai3
齼	co2
覟	zi3
嶅	ngou4
鲓	kaau3
昁	bui3
鋰	lei5
㿆	gwo1
帰	gwai1
